#{"t_start": 1783297264.974277, "env_id": "None"}
r,l,t
-495.554372,1,73.214281
-502.001975,1,73.299294
-499.32929,4,73.452371
-519.12575,2,73.576181
-496.81783,1,73.657193
-510.060318,3,73.793505
-496.781536,5,73.966295
-497.949963,1,74.04555
-482.69094,5,74.222622
-496.604271,2,74.330767
-496.120412,3,74.446386
-494.916861,2,74.554392
-499.433995,3,74.67981
-495.261932,3,74.817829
-1584.515318,300,81.252753
-463.44535,66,82.721288
-494.18278,1,82.811895
-499.186292,1,82.895523
-493.365435,1,82.997427
-496.402083,1,83.078554
-490.03073,2,83.195232
-500.510245,1,83.281723
-518.741791,6,83.471437
-501.850592,1,83.557357
-503.234181,2,83.677701
383.572602,300,90.30464
-560.0,1,90.399676
-502.602947,1,90.481707
-496.603979,1,90.562863
-499.632469,1,90.645272
-500.406871,1,90.727386
-499.956241,1,90.821841
-499.802105,1,90.90691
-497.87519,1,90.99079
-491.561414,4,91.153933
-514.409094,2,91.257181
-487.035888,4,91.415936
-490.167498,4,91.570425
-500.939302,1,91.649833
-501.438054,3,91.780147
-496.183668,5,91.953357
-495.417869,4,92.104922
-491.645051,6,92.298851
-499.632799,1,92.396079
-504.139552,1,92.484314
-497.84481,1,92.564159
-497.688763,4,92.732732
-497.117124,3,92.853298
-492.292158,3,92.990149
-503.602343,5,93.149096
-495.741548,1,93.229803
-473.153666,5,93.390211
-509.223517,3,93.531867
-499.143869,1,93.623588
-491.714121,3,93.759578
-497.54036,3,93.912066
-497.502706,3,94.039178
-494.772698,5,94.227741
-511.235831,1,94.322915
-500.770053,1,94.415706
-493.082966,3,94.557816
-430.258153,42,95.446835
-500.671367,1,95.523767
-513.182513,6,95.724045
-500.69911,1,95.808472
-496.014225,3,95.942322
-485.128071,5,96.103015
-492.661659,2,96.223347
-511.875251,3,96.355312
-497.399932,1,96.437786
-499.123122,3,96.568421
-509.206323,2,96.673474
-498.040739,1,96.751038
-488.28842,3,96.883954
-500.878214,1,96.962457
-490.262159,3,97.097425
-490.605295,4,97.251435
-494.616284,3,97.375556
-496.266753,2,97.482452
-491.197043,2,97.594836
-495.749159,1,97.690594
-495.45243,1,97.773105
-486.887651,6,97.959361
-498.308031,1,98.056685
-497.294428,4,98.21275
-500.126727,1,98.307755
-489.930982,3,98.434553
-495.242305,1,98.51381
-497.00064,3,98.653604
-499.151899,2,98.767363
-503.398617,1,98.845787
-498.026686,1,98.951846
-497.528525,2,99.058279
-504.763723,1,99.147502
-500.140878,1,99.240762
-489.202625,2,99.342031
-494.771704,1,99.43024
-513.980774,6,99.624786
-497.823883,1,99.704113
-487.881466,4,99.865751
-500.293798,3,99.991851
-493.620885,3,100.128406
-497.154035,5,100.284385
-492.649008,4,100.435143
-491.513958,4,100.580648
-498.492239,4,100.748338
-479.363447,4,100.891883
-525.852457,3,101.023474
-506.240791,3,101.14754
-511.734413,2,101.261859
-501.68029,1,101.346651
2078.454122,69,102.794188
2188.272885,68,104.323073
2181.384859,72,105.927464
2182.343061,62,107.293759
-1446.137022,233,112.290674
-500.599817,1,112.37332
-494.175742,2,112.499274
-488.845911,4,112.638335
-490.098818,3,112.772816
-494.814644,1,112.864867
-502.457538,1,112.946528
-496.716201,1,113.042578
-494.921256,3,113.174366
-488.407281,4,113.325423
-500.251037,1,113.408728
-495.755771,2,113.521403
-489.280231,3,113.645445
-500.932515,3,113.780595
-498.542666,3,113.906251
-498.686618,3,114.053983
-491.594527,3,114.185086
-492.632344,3,114.321649
-494.636559,3,114.447154
-494.862115,2,114.557789
-494.607752,3,114.687326
-502.840918,2,114.803513
-508.697117,2,114.90852
-500.721137,1,114.985763
-499.400184,3,115.121806
-500.345739,1,115.205098
-516.049158,4,115.359764
-498.939147,2,115.464089
-498.052966,1,115.551105
-487.606015,3,115.675131
-495.709591,3,115.80286
-493.656929,3,115.934455
-487.886502,3,116.061637
-497.091396,3,116.192423
-499.117852,5,116.367979
-491.662405,3,116.505298
-499.283468,3,116.624441
-491.751844,3,116.748855
-491.074223,4,116.899026
-497.19275,1,116.987914
-487.371682,3,117.124262
-497.757719,1,117.20445
-500.98128,4,117.366148
-497.587169,2,117.47181
-500.52619,1,117.552031
-490.653128,3,117.702803
-511.883621,2,117.818013
-497.15584,1,117.918114
-495.064631,1,117.99822
-495.980208,3,118.128137
-497.293065,1,118.206743
-489.436237,3,118.340811
-494.618995,3,118.464404
-492.051993,3,118.600916
-496.493604,3,118.73371
-504.288227,4,118.897499
-513.114299,2,119.001588
-500.553124,1,119.079199
-503.732428,5,119.254845
-498.445303,4,119.404131
-501.210631,2,119.518363
-497.99931,3,119.641211
-499.850064,4,119.796498
-509.84386,7,120.000979
-498.091644,1,120.087834
-508.486698,3,120.220497
-500.264377,1,120.301979
-492.811871,3,120.436269
-486.403216,4,120.588164
-502.247046,5,120.755408
-476.499105,4,120.909251
-489.891234,3,121.039494
-498.821604,1,121.130988
-498.024222,4,121.28685
-498.251621,1,121.3645
-512.368527,3,121.500157
-496.894927,1,121.590825
-496.275341,4,121.744928
-500.236995,2,121.850088
-494.164633,1,121.93475
-498.35523,4,122.079911
-498.240037,1,122.166436
-482.780988,6,122.363906
-499.870843,2,122.483396
-496.761791,6,122.670314
-493.009056,4,122.828635
-508.291284,3,122.957971
-502.211697,1,123.054773
-502.784654,1,123.124889
-495.958518,3,123.258892
-497.443035,1,123.354952
-496.281282,1,123.434911
-511.549926,3,123.563903
-507.460951,2,123.683759
-497.160247,1,123.776462
-500.675938,1,123.850131
-486.192505,4,124.014249
-513.283717,2,124.140368
-495.793763,3,124.279861
-490.576891,3,124.405143
-492.458184,3,124.530032
-494.492961,4,124.684888
-507.682887,2,124.794014
-497.765846,1,124.880335
-490.244957,4,125.035464
-487.076586,4,125.20251
-497.692315,1,125.281205
-498.205071,1,125.361756
-486.589732,5,125.544431
-489.294126,5,125.714348
-498.240248,3,125.842905
-481.346813,4,125.977972
-496.776311,3,126.105995
-497.360281,2,126.213623
-491.220848,2,126.313435
-514.319504,4,126.470196
-495.317513,1,126.557545
-500.790584,3,126.690304
-498.660682,4,126.83283
-500.358182,1,126.910665
-500.881276,2,127.024096
-485.617066,5,127.194521
-483.710199,5,127.369179
-496.155781,2,127.480999
-506.235327,1,127.581803
-500.989059,1,127.673527
-487.431816,3,127.799097
-486.054117,3,127.933421
-498.422073,3,128.05692
-527.190121,6,128.249187
-500.626485,1,128.337858
-475.140224,4,128.496332
-509.74848,3,128.631647
-504.717269,1,128.703853
-499.886985,1,128.807729
-494.313713,2,128.916146
-498.619587,2,129.029406
-497.963232,1,129.122963
-503.342826,4,129.276447
-508.296081,3,129.417166
-494.315444,5,129.594052
2172.53303,70,131.157577
2187.544017,63,132.489739
2086.00087,72,134.080076
-946.31281,169,137.715638
2048.270148,78,139.400982
2178.642353,69,140.87917
2079.464812,69,142.397685
-527.696445,83,144.211302
-500.931751,1,144.305113
-508.6024,3,144.457191
-501.763905,1,144.540795
-499.054744,2,144.641148
-496.819752,3,144.777831
-499.680641,3,144.912124
-500.432583,1,144.996111
-500.466423,3,145.13075
-494.13256,4,145.287473
-488.688688,7,145.500761
-501.108087,6,145.687359
-520.414863,2,145.807792
-502.142872,1,145.889923
-501.40369,1,145.981984
-516.41837,3,146.114026
-499.734981,1,146.195515
-495.58842,1,146.282541
-499.178777,2,146.393499
-501.14521,1,146.468756
-493.469049,3,146.601311
-498.663893,3,146.72863
-513.142422,2,146.831478
-503.393901,1,146.926779
-494.228464,1,147.010781
-497.634182,1,147.093525
-492.896758,3,147.229648
-493.482032,4,147.375741
-493.984658,2,147.487127
-500.612594,1,147.561663
-483.179247,5,147.728052
-499.05123,1,147.821833
-495.040896,1,147.901197
-494.053196,5,148.08651
-500.594935,3,148.214551
-500.43927,3,148.346818
-512.282464,4,148.492747
-500.435584,1,148.571601
-482.881873,4,148.726018
-506.193493,4,148.875226
-495.716645,1,148.958304
-502.758068,4,149.116227
-498.470117,1,149.207406
-522.36402,3,149.348206
-502.119062,3,149.468544
-503.14837,4,149.628053
-505.795485,2,149.73237
-495.443314,1,149.811614
-495.28078,3,149.938788
-474.690754,4,150.095163
-487.273338,6,150.296334
-495.090822,3,150.415511
-512.272728,5,150.595616
-501.6137,3,150.720862
-499.927189,3,150.849046
-521.355427,6,151.029511
-499.730466,1,151.122332
-504.506027,4,151.271383
-499.284177,1,151.365298
-495.977308,3,151.505321
-486.940921,4,151.652035
-492.792001,5,151.834612
-501.623985,3,151.967117
-499.913638,6,152.161631
-503.401574,1,152.247809
-508.455657,4,152.407423
-500.674765,1,152.493514
-486.571286,3,152.639716
-496.610001,3,152.765306
-480.688246,5,152.950724
-498.138029,3,153.083081
-493.17929,3,153.212538
-486.856483,4,153.364704
-488.552913,4,153.523781
-498.387904,3,153.656749
-484.130237,5,153.842741
-497.024661,1,153.925469
-504.818506,4,154.085498
-500.403012,1,154.171273
-491.314972,3,154.303366
-493.964357,5,154.480246
-500.99818,1,154.573998
2180.139906,68,156.069492
2125.475215,69,157.592656
2151.78054,70,159.109856
2192.592422,60,160.449038
-441.73629,43,161.419293
-479.731642,3,161.556898
-523.173116,3,161.687451
-506.00178,1,161.76204
-497.244474,1,161.860074
-501.408432,3,161.996196
-497.83262,1,162.08106
-504.347753,2,162.191516
2091.302268,72,163.774698
2181.731811,71,165.349497
2013.760748,77,167.054933
-392.309152,37,167.903753
-503.225043,1,168.00709
-497.58516,1,168.094779
-484.963019,3,168.227366
-494.528519,3,168.372931
-496.553022,3,168.495806
-494.693165,1,168.585269
-497.396789,3,168.70739
-492.446741,5,168.886438
-496.731475,3,169.017681
-510.651867,4,169.180891
-490.653632,3,169.309818
-487.582977,6,169.514938
-512.472694,4,169.669955
-497.808628,1,169.756654
-488.810098,4,169.916021
-513.558669,4,170.073589
-491.416622,4,170.218128
-501.689741,1,170.301965
-500.323346,2,170.424222
-500.298877,1,170.512508
-497.190601,1,170.598926
-490.299262,4,170.749103
-511.537963,5,170.914844
-500.016375,5,171.093056
-478.680385,5,171.270633
-506.966486,4,171.416532
-500.824117,1,171.496167
-495.095279,2,171.620005
-494.804321,3,171.736974
-498.144796,3,171.875895
-494.295987,1,171.971189
-494.37405,3,172.097064
-489.953132,3,172.233404
-497.21283,1,172.317936
-500.716848,2,172.426765
-492.00307,2,172.531258
-496.232055,4,172.671505
-495.195524,3,172.801938
-497.711283,1,172.882199
-505.759655,1,172.975707
-495.058427,1,173.057127
-489.556886,4,173.219003
-500.686914,2,173.328724
-495.213863,1,173.421119
-489.496188,4,173.576493
-486.050665,7,173.791924
-521.303053,2,173.897276
-499.516746,1,173.982294
-502.358863,3,174.11995
-505.017909,3,174.248511
-503.103088,4,174.406786
-471.276641,4,174.557123
-517.825036,3,174.700529
-502.24255,1,174.769835
-500.676943,1,174.888268
-494.843006,2,174.99998
-484.468034,3,175.119695
-496.55848,1,175.21817
-490.347978,3,175.357741
2062.577889,81,177.121167
2009.291837,80,178.835625
2178.23904,70,180.203949
-491.34354,29,180.877797
-493.311316,3,181.023476
-490.130593,4,181.17233
-507.724842,1,181.263403
-500.43922,1,181.350788
-514.347601,3,181.482455
-500.911257,3,181.614448
-496.484297,3,181.740993
-505.718717,6,181.936562
-494.850155,2,182.050484
-506.003108,1,182.147457
-501.030979,1,182.232761
-504.437823,4,182.392926
-493.215032,3,182.525535
-493.158616,3,182.652332
-497.672073,7,182.86987
-503.926744,3,182.997246
-488.464324,3,183.130073
-506.504232,2,183.231872
-502.68156,1,183.307624
-498.609903,1,183.41011
-495.385845,3,183.534492
-483.643252,4,183.689819
-500.352355,4,183.835015
-502.835241,3,183.97915
-493.696536,1,184.064738
-502.161676,3,184.202062
-506.963695,3,184.336216
-507.587046,1,184.421127
-498.458298,2,184.531625
-514.466785,2,184.649741
-493.138386,3,184.777696
-501.76994,1,184.863179
-490.913633,3,185.016648
-504.626567,1,185.098012
-501.118703,1,185.191018
-509.735345,3,185.321281
-536.333792,5,185.495271
-493.504505,2,185.591724
-497.462833,3,185.717837
-497.266346,5,185.899617
-502.880226,1,185.977465
-498.809066,1,186.077369
-493.164546,3,186.199845
-483.295842,9,186.43258
-1620.723016,300,193.118712
-560.0,1,193.216458
-560.0,1,193.321244
-495.320912,1,193.407381
-500.271397,1,193.491143
-494.653661,1,193.583214
-499.727518,1,193.671396
-499.699061,1,193.759832
-491.792617,4,193.923312
-500.805504,3,194.05314
-500.235766,1,194.132792
-497.241766,1,194.230489
-486.177449,3,194.352838
-490.365098,3,194.475335
-500.891638,1,194.560037
-495.513267,4,194.703773
-499.617415,1,194.804293
-492.77045,2,194.902171
2041.933855,65,196.37234
-474.382264,22,196.89276
-497.368302,3,197.018189
-488.387817,4,197.170765
-387.217873,65,198.641531
-499.867407,1,198.727414
-498.955102,2,198.842039
-496.023365,1,198.913473
-491.763381,3,199.063459
-507.106897,1,199.14491
-500.394981,1,199.229743
-520.022013,3,199.368714
-502.043525,1,199.435863
-495.405506,1,199.522538
-505.127647,1,199.600365
-545.351026,12,199.941657
-514.148012,5,200.106562
-499.928821,1,200.189914
-507.631484,3,200.333983
-500.741323,1,200.413453
-487.186234,5,200.585846
-470.616356,7,200.807079
-508.892753,3,200.944309
-527.470162,6,201.155889
-499.929476,1,201.237596
-497.863752,2,201.348247
-500.649693,1,201.43879
-499.351797,2,201.551969
-494.109995,1,201.6431
-498.424934,3,201.774925
-478.925076,3,201.910714
-502.021707,1,201.98802
-495.832348,3,202.121527
-529.237027,6,202.30945
-493.901941,1,202.397748
-474.135397,4,202.547042
-523.207833,3,202.679539
-521.003531,5,202.85681
-502.809169,1,202.958866
-499.359109,1,203.044876
-501.807242,3,203.172652
-496.336519,2,203.273463
-492.092552,4,203.415143
-499.969701,1,203.494958
-492.629581,3,203.627708
-508.03364,2,203.740224
-509.128137,2,203.85732
-501.259739,1,203.940183
-490.341394,5,204.10138
-486.970698,4,204.264814
-515.234165,3,204.388672
-494.977953,1,204.492928
-500.319311,1,204.575059
-490.802359,3,204.705198
-487.667775,4,204.86793
-501.471101,5,205.038375
-493.685426,2,205.145494
-509.172453,2,205.274169
-495.803219,1,205.347812
-500.184117,1,205.438425
-489.290831,3,205.568004
-502.472384,1,205.656389
-491.331778,2,205.758846
-502.634496,3,205.883985
-496.586155,3,206.007912
-496.859829,1,206.095171
-502.326759,3,206.224864
-494.369662,6,206.429468
-512.398617,5,206.606871
-505.660833,3,206.744506
-656.240846,300,213.270817
-560.0,1,213.367134
-560.0,1,213.463323
-490.41746,1,213.562468
-497.914824,1,213.641813
-500.797608,1,213.719145
-500.508613,1,213.808101
-493.237967,1,213.906924
-501.355038,1,213.982405
-497.953751,1,214.061569
-502.309581,3,214.199183
-498.116476,2,214.299147
-505.036427,3,214.435179
-463.45609,5,214.607214
-517.222095,4,214.761511
-501.998517,1,214.844436
-513.310956,3,214.96501
-522.56702,2,215.073972
-499.983067,1,215.156528
-516.474666,5,215.341619
-500.944689,1,215.426999
-499.314449,4,215.579343
-503.41885,2,215.70088
-503.683908,7,215.915909
-495.70237,2,216.027242
-500.127804,2,216.141679
-500.245696,1,216.22895
-518.468503,4,216.387162
-501.36323,2,216.491498
-500.247906,1,216.587403
-491.80952,3,216.72633
-500.802971,1,216.807524
-1274.796961,300,223.516574
-560.0,1,223.611976
-504.92966,1,223.690827
-504.518957,1,223.77384
-498.80619,1,223.862929
-502.223927,1,223.937852
-494.083903,1,224.025265
-497.405656,1,224.123998
-498.650889,1,224.20427
-496.491029,1,224.291811
-508.374557,4,224.446491
-776.924738,300,230.989831
-560.0,1,231.087416
-502.210276,1,231.16125
-500.194777,1,231.245819
-498.039048,1,231.343201
-497.718625,1,231.427648
-495.441436,1,231.508583
-496.823177,1,231.606788
-498.13579,1,231.690198
-489.49415,3,231.816945
-490.780193,3,231.953978
-491.204741,3,232.07279
-498.989866,3,232.201258
-499.277951,6,232.388255
-496.547468,3,232.526252
-501.119453,1,232.598734
-490.146166,3,232.738914
-496.542709,3,232.866052
-461.863018,26,233.485446
-495.859548,1,233.571095
-476.341136,4,233.729889
-525.075393,3,233.85901
-530.976087,4,234.017778
-469.552178,5,234.192087
-522.060101,3,234.332083
-475.289243,5,234.498821
-521.362659,3,234.635066
-498.558805,2,234.744327
-493.429352,2,234.845613
-522.853277,3,234.974345
-507.279413,1,235.055695
-499.945344,1,235.138815
-511.045112,1,235.230383
-497.823177,1,235.305808
-509.528961,1,235.405184
-500.032215,1,235.508579
-528.189922,3,235.656692
-502.121885,1,235.74008
-499.723132,3,235.880122
-495.820262,1,235.958047
-512.738535,3,236.078875
-508.464118,1,236.180866
-500.721026,1,236.26351
-493.429045,3,236.389256
-495.828919,3,236.524728
-513.270922,2,236.634648
-498.564405,1,236.72105
-495.823889,1,236.792903
-505.020483,3,236.922143
-495.405729,1,237.006658
-495.344876,1,237.093138
-496.046615,3,237.219796
-497.637914,3,237.354349
-502.230975,1,237.44896
-497.104025,1,237.537217
-499.187666,4,237.690779
-500.991437,1,237.76952
-501.920219,2,237.877084
-501.285626,4,238.034311
-486.321302,3,238.159996
-494.309161,3,238.296536
-508.364399,5,238.471616
-497.617706,1,238.559329
-495.41597,1,238.65001
-493.420057,3,238.779997
-501.565619,4,238.935569
-476.197518,5,239.101879
-527.872849,2,239.219825
-500.89809,1,239.29529
-498.788021,5,239.477257
2168.592213,71,241.052825
2146.218748,72,242.60661
-498.77691,8,242.833249
-475.790415,5,242.992818
-524.662764,3,243.13047
-501.55926,1,243.213428
-498.208616,1,243.288368
-506.7487,1,243.379147
-492.150013,2,243.476232
-504.63434,1,243.555863
-512.462253,5,243.740363
-500.050115,1,243.820604
-501.435922,1,243.90209
-525.92421,3,244.033124
-492.279886,2,244.144779
-500.240761,1,244.23802
-506.696301,5,244.414425
-501.05894,3,244.543942
-492.416855,3,244.674893
-493.719601,3,244.798884
2168.22607,72,246.416955
2177.885457,62,247.800919
2154.55926,69,249.321839
2111.818742,61,250.679662
2183.687754,67,252.168878
2171.515508,77,253.81463
2182.88361,62,255.207461
2176.388246,69,256.625095
2193.943522,67,258.079391
2028.782886,76,259.784944
2013.740058,89,261.744102
2184.741398,63,263.150016
-1080.265349,179,266.674083
-534.073089,3,266.79413
-503.581322,4,266.948276
-500.465729,1,267.029211
-520.797793,2,267.136477
-495.76629,1,267.221199
-516.301869,2,267.321775
-499.967001,1,267.40489
-524.218996,3,267.545509
-506.100346,1,267.625084
-495.750944,2,267.740215
-528.151543,3,267.885193
-538.502286,4,268.028626
-473.726918,4,268.19432
-505.192509,3,268.318121
-498.523108,5,268.486696
-504.960552,6,268.690654
-502.581039,2,268.79342
-496.130184,1,268.882704
-502.549197,3,269.013025
-504.872379,4,269.164236
-507.120253,3,269.289273
-500.427205,1,269.37071
-501.338319,3,269.499944
-529.230675,6,269.692681
-501.571424,1,269.771994
-500.845639,1,269.863102
-497.352172,3,269.988894
-508.567518,4,270.142635
-494.976356,1,270.243041
-496.030847,1,270.321165
-507.108555,2,270.427277
445.293693,300,281.640198
-560.0,1,281.738348
-507.25759,1,281.817054
-495.950927,1,281.908202
-502.799073,1,281.995595
-494.483682,1,282.079947
-497.915199,1,282.169324
-493.592114,1,282.263629
-500.95032,1,282.346776
-496.013283,3,282.478799
-495.72241,2,282.587263
-505.836488,2,282.699677
-499.755977,1,282.790579
-485.942195,3,282.916149
-501.023692,1,283.009598
-498.471785,2,283.13374
-496.892567,1,283.212959
-499.378688,1,283.304884
-514.26715,3,283.444165
-498.495961,2,283.561938
-471.29435,5,283.742827
-504.319238,3,283.867887
-496.308947,3,284.002837
-513.363595,2,284.117301
-502.711789,1,284.196785
-498.807425,2,284.313197
-499.240057,3,284.439253
-507.48184,3,284.573173
-500.995564,1,284.654367
-510.755942,8,284.892827
2184.661688,69,286.408064
2021.713104,78,288.111064
-447.80912,25,288.709755
-1036.376366,171,292.337003
-1481.3873,300,298.597473
-495.102878,13,298.93116
2006.642882,81,300.705804
2087.895337,66,302.159159
2143.167376,69,303.694977
2102.218038,73,305.310816
-1475.45529,226,310.206795
2058.289715,81,311.987497
2132.014519,78,313.697413
-378.088653,51,314.829572
-502.705193,4,314.985346
-497.235835,1,315.079729
-505.827553,2,315.195393
-522.546304,3,315.321094
-495.652456,1,315.404216
-494.236751,3,315.526035
-510.782813,3,315.652657
-529.762626,5,315.814887
-497.905849,1,315.898499
-532.05693,5,316.066885
2193.92613,59,317.407523
2030.804836,74,319.047106
2147.981362,70,320.572906
1988.657,79,322.325342
-523.323158,2,322.440658
-497.972878,1,322.527495
-481.479209,4,322.680384
-500.328773,1,322.760216
-509.617819,3,322.902561
-494.844073,1,322.993566
-487.068062,4,323.153525
-508.69491,3,323.275577
-503.74416,3,323.401005
-492.791215,3,323.533499
-496.844333,3,323.660347
-499.392102,1,323.759623
-498.046391,3,323.883808
-480.907811,4,324.038165
-501.880339,3,324.161479
-490.650307,3,324.296136
-492.586037,3,324.427322
-490.345256,54,325.635272
-500.84379,1,325.720674
-502.243164,3,325.87439
2021.801978,87,327.781182
2203.045541,57,328.959769
-1345.589705,215,333.210393
-495.172739,1,333.292229
-476.899226,5,333.468286
-498.776882,3,333.593747
-498.798133,3,333.72166
-495.55895,3,333.84347
-489.38343,4,333.992858
-494.906306,3,334.120467
-489.830959,3,334.250198
-490.067152,5,334.431703
-489.191287,4,334.580427
-522.135059,7,334.790714
-513.669521,2,334.917682
-503.260246,2,335.017099
-497.934752,2,335.123341
-489.679873,3,335.268301
-502.391841,5,335.432934
-500.321337,3,335.568281
-486.002286,3,335.698359
-514.455729,4,335.857688
-496.590274,3,335.979429
-496.991043,1,336.073256
-501.247347,2,336.183085
-491.743551,2,336.295196
-492.384578,4,336.452076
-512.579333,5,336.620947
-502.49,1,336.71219
-500.293953,1,336.79271
-501.245115,1,336.894884
-498.231813,1,336.99148
-492.763156,3,337.122554
-501.895681,2,337.233569
-463.50901,5,337.405779
-517.479744,4,337.561298
-501.539246,1,337.661152
-498.036003,1,337.748462
-492.484077,2,337.859531
-508.92954,3,337.997305
-495.921563,2,338.110748
-491.23053,3,338.243429
-499.557012,1,338.341101
-497.701303,1,338.426313
-499.95484,2,338.537255
-508.483962,3,338.66234
-497.102421,1,338.754496
-500.334645,1,338.844048
-486.776748,3,338.972741
-494.007217,3,339.11849
-500.933521,1,339.197149
-492.42383,3,339.332639
-497.204721,2,339.437688
-493.909523,1,339.525692
-497.583734,2,339.640566
-501.965649,1,339.723197
-504.231532,3,339.84467
-495.141343,1,339.921347
-499.834502,5,340.092808
2071.521781,69,341.429568
-400.999019,53,342.624253
-502.801665,1,342.705536
-489.872506,2,342.819377
-500.793091,1,342.901757
-504.089129,1,342.995505
-505.945429,6,343.184009
-503.381596,2,343.306999
-502.589401,1,343.387858
-500.464126,1,343.46367
-503.212711,1,343.560338
-500.632133,1,343.647468
-515.159028,6,343.850245
-500.211917,1,343.939061
-500.784409,1,344.025514
-493.150066,4,344.180733
-488.385748,5,344.360183
-488.897262,2,344.474555
-487.418583,4,344.626884
-501.294691,1,344.704837
-508.411383,3,344.839721
-500.344445,1,344.9213
-497.089871,2,345.0354
-497.714409,1,345.123698
-489.621192,3,345.249825
-513.645599,5,345.419379
-500.528899,1,345.497827
-504.445543,5,345.67307
-496.305448,3,345.805429
-501.795312,1,345.89944
-500.651997,1,345.982478
-498.180215,2,346.105619
-494.279224,5,346.275647
-496.826051,2,346.403316
-1538.896048,300,353.111902
-560.0,1,353.211632
-508.522146,1,353.295805
-500.880288,1,353.381915
-495.539879,1,353.462206
-497.740267,1,353.541108
-496.252383,2,353.661063
-496.717011,1,353.754625
-488.460805,4,353.903244
-506.329429,4,354.056877
-497.189223,1,354.142907
-468.587719,37,354.948916
-486.782991,3,355.087906
-501.880469,1,355.171245
-500.834476,1,355.244072
-484.137675,4,355.413412
-493.677791,3,355.549841
-504.517555,32,356.304026
-497.232889,3,356.423296
2182.148096,61,357.809939
-522.858604,21,358.33326
