#{"t_start": 1783316199.098217, "env_id": "None"}
r,l,t
-520.86144,3,832.514492
-503.736646,3,832.642143
2600.199862,115,835.25507
2174.208125,49,839.823192
2802.363746,176,843.827837
2323.626038,108,846.296403
-144.511221,95,848.468394
1954.060275,77,850.273712
-386.164846,94,852.296692
2375.513106,81,854.141445
2644.877481,151,857.726922
2143.25381,92,859.802515
2469.971267,99,862.005667
2614.959123,138,865.077864
2592.809175,156,868.617112
2453.2756,128,871.586915
2368.226073,118,874.291449
2108.08213,63,875.751794
2368.145398,65,877.294741
2307.853069,91,879.355449
2832.525031,168,883.194627
-304.572454,64,884.659382
2665.577119,207,889.31744
2568.711712,121,892.071564
2691.044585,143,895.161412
1999.482705,85,897.099884
2361.712178,65,898.589416
2012.005943,53,899.847052
2244.379013,45,900.865075
2716.385072,195,905.211476
-341.449862,111,907.69326
2416.79749,157,911.21708
2296.185649,83,913.131578
2359.192181,115,915.763437
2582.399426,120,918.352518
2460.995718,141,921.339555
2277.925785,72,922.94694
2646.707813,171,927.197129
2789.1275,165,930.941584
2786.214466,191,935.234478
2149.76034,94,937.33412
2615.928799,173,941.151102
2646.330082,149,944.494605
-181.505674,115,947.109496
2544.097906,110,949.565549
2370.061966,128,952.439091
-389.798261,119,955.090001
2635.770894,144,958.347579
2328.448506,56,959.674808
2293.227099,51,960.871222
2976.792915,176,964.795377
2703.765667,120,967.436885
2151.419191,73,969.110242
2601.510356,122,971.875488
-443.059615,58,973.18141
90.403787,110,975.666102
-502.364226,4,975.823357
-493.859981,2,975.917225
-502.489791,3,976.035488
-535.438751,5,976.210491
-501.441527,1,976.277739
-501.654642,1,976.363848
-498.268138,2,976.455565
-487.960791,4,976.606969
-501.198875,1,976.686104
-491.693954,3,976.801291
-529.353125,3,976.922446
-492.050072,2,977.031319
-492.086035,2,977.129842
-494.254006,1,977.213807
-514.642269,3,977.336323
-497.520525,2,977.43072
-793.748146,300,984.313732
-560.0,1,984.408595
-560.0,1,984.510254
-505.161537,1,984.591034
-502.251121,1,984.664719
-502.966395,1,984.747504
-500.944276,1,984.832784
-498.53217,3,984.951858
-504.642715,2,985.056382
-502.378812,1,985.134194
-486.194645,3,985.268801
-502.160586,1,985.366225
-533.946337,4,985.512073
-485.955525,3,985.633021
-535.171397,4,985.777308
-504.357975,1,985.856923
-500.741593,1,985.936289
-522.88272,4,986.081325
-502.694812,1,986.17286
2282.82934,51,987.374772
-477.835386,78,989.14401
-420.723903,96,991.36766
2228.130735,68,992.913915
2581.26456,205,997.477838
2202.325197,127,1000.303562
1874.570813,85,1002.212746
1887.646974,86,1004.143045
2611.284399,105,1006.515565
2831.176372,181,1010.582493
2617.083587,118,1013.219299
2949.621855,207,1017.755668
2330.238486,97,1019.888475
2565.737709,201,1024.265117
2338.843566,70,1025.850845
2759.745068,154,1029.284372
-320.124506,121,1031.991505
-542.98227,35,1032.810694
2368.163483,63,1034.211325
2775.533711,155,1037.740576
2537.55909,91,1039.85383
2264.165641,74,1041.531688
2430.490373,107,1043.947379
2205.207787,109,1046.36932
46.622405,175,1050.27254
2806.413374,140,1053.409475
2161.247643,93,1055.536764
2718.065537,122,1058.339932
-121.923695,122,1061.05998
2308.451494,100,1063.314539
2827.667025,177,1067.33271
2511.924131,105,1073.035053
-28.393221,83,1074.937469
-218.533281,122,1077.675057
103.221127,153,1081.116345
-501.099986,1,1081.200051
-462.36425,4,1081.354459
-514.586058,3,1081.475371
-490.626167,2,1081.589631
2934.954041,196,1086.013919
2513.395542,136,1089.107169
2864.766018,165,1092.82629
2660.005859,114,1095.367816
-57.733227,90,1097.315575
2643.65908,170,1101.103173
2843.347983,200,1105.566154
2282.806605,61,1106.993178
1965.46353,62,1108.413461
2432.77066,82,1110.341723
-237.270727,173,1114.241952
2592.880817,108,1116.605313
2773.119118,135,1119.691004
2576.919999,132,1122.663377
2441.608117,78,1124.443326
2149.06413,85,1126.42532
-411.155423,78,1128.193743
2281.810009,67,1129.730419
-510.706226,56,1131.030514
2380.526106,119,1133.731011
-353.519224,55,1135.011891
2703.020647,164,1138.607026
2339.309932,61,1139.972889
2673.543897,146,1143.227853
2583.785236,119,1145.922175
2899.661637,209,1150.542761
-209.499299,113,1153.019499
2729.993839,177,1157.012609
2114.055032,60,1158.406548
3218.631212,208,1163.158263
2971.551566,217,1168.013739
2722.084605,183,1172.132052
-547.025856,39,1173.004263
2584.29227,116,1175.663201
1753.116256,130,1178.58132
2345.929808,123,1181.340803
2524.971459,87,1183.328764
2294.325903,92,1185.424397
2721.13835,135,1188.396775
2228.61339,88,1190.362387
2781.792378,218,1195.174359
2747.221336,204,1199.732234
2104.519784,124,1202.507719
2124.566052,98,1204.702767
-23.026988,85,1206.592536
2256.211579,65,1208.102525
2535.229277,162,1211.699443
-100.657397,148,1215.021945
2313.960598,65,1216.512527
319.860535,145,1219.82417
2843.069364,153,1223.257163
2496.291234,96,1225.438445
2367.609178,80,1227.289081
2244.104851,99,1229.509173
2719.116127,149,1232.999613
-677.047787,89,1234.952144
2526.285863,92,1237.049809
-446.84429,117,1239.666466
2192.807705,71,1241.293311
2230.084831,43,1242.331844
2324.51482,104,1244.686891
-54.482497,105,1247.051918
2195.836352,121,1249.772709
2815.606414,187,1254.00876
2282.335112,48,1255.143322
1952.59044,68,1256.722002
2872.61127,205,1261.297564
2975.205408,185,1265.466709
2339.851533,145,1268.60503
2517.698723,132,1271.611795
-222.940413,60,1272.963832
2444.612773,144,1276.185725
116.778249,124,1278.96
2322.766244,112,1281.519999
298.272133,160,1284.98422
2366.702378,66,1286.510949
2080.736288,142,1289.675158
2628.864037,128,1292.622059
2818.222332,154,1296.048071
-295.240557,72,1300.949289
2420.762499,130,1303.870245
2295.492003,60,1305.276532
2510.106756,93,1307.386399
2006.006412,107,1309.796936
2403.066824,75,1311.503733
2659.321174,154,1314.941132
-571.237545,73,1316.59017
-493.534069,2,1316.700428
-502.948802,1,1316.784387
-515.193395,3,1316.907585
-494.389245,2,1317.025901
-501.025765,5,1317.185433
-513.153503,3,1317.332202
-499.221194,1,1317.429546
-535.337494,5,1317.607365
-493.02088,1,1317.699049
-505.680457,2,1317.797149
-509.562528,4,1317.954599
-505.997196,4,1318.115373
-527.871508,2,1318.218226
-503.421381,1,1318.291042
-498.035576,4,1318.439142
-501.235529,3,1318.564672
-484.435957,5,1318.741798
-515.424592,2,1318.85224
-508.778149,1,1318.938289
-500.4372,1,1319.0244
-485.660043,4,1319.176669
-498.583203,3,1319.30268
-491.526437,4,1319.463074
-495.953442,2,1319.566826
-502.026601,1,1319.647713
-501.087025,3,1319.782025
-499.828166,1,1319.865689
-527.689311,4,1320.025613
-505.259527,1,1320.105946
-512.823384,3,1320.248127
-506.313135,3,1320.376015
-492.078663,4,1320.521192
-501.334024,7,1320.751558
-543.502577,5,1320.914092
2167.498517,66,1322.452186
2363.178326,79,1324.274864
2702.505514,126,1327.108723
-390.158709,92,1329.150303
2123.695989,100,1331.412009
2971.502276,226,1336.445877
-594.550567,35,1337.249911
2779.285515,156,1340.70985
2295.19416,51,1341.898153
2168.753423,63,1343.382251
-503.194739,81,1345.20671
2430.203383,73,1346.890742
-265.518299,64,1348.35575
2516.467306,170,1352.18539
2202.013217,60,1353.555833
2140.144755,91,1355.606294
1800.694429,108,1358.0235
-272.519525,94,1360.15221
2558.634728,151,1363.504968
2397.576326,149,1366.882935
2176.966357,54,1368.165043
-345.93551,79,1369.981103
2407.089047,108,1372.452494
2686.219995,112,1375.035565
2321.792536,155,1378.518987
2257.153445,141,1381.661917
2769.424436,159,1385.27049
-487.172636,3,1385.389375
-349.043401,29,1386.068283
2952.629507,251,1391.655427
-508.045522,4,1391.801264
2949.073164,158,1395.211045
2431.91148,76,1396.947009
2950.777492,165,1400.539449
195.844817,184,1404.727384
2767.319241,153,1408.193324
2451.820513,85,1410.171806
2529.345224,135,1413.069895
2094.887768,80,1414.914408
2085.681788,81,1416.778865
2385.561665,108,1419.235959
2403.734468,158,1422.840722
-628.935944,116,1425.411828
2233.330344,178,1429.339609
2562.080628,147,1432.576665
2241.10365,85,1434.508982
2373.47755,95,1436.595216
1786.363279,125,1439.40078
2661.648409,158,1442.857886
2149.105479,94,1444.988319
2923.891657,191,1449.298121
3126.524172,209,1453.787508
-420.787572,108,1456.162035
2274.610744,106,1458.522995
2929.340957,246,1464.033224
2806.811076,196,1468.340256
-173.509888,114,1471.002992
2474.160182,139,1474.095502
2764.847223,208,1478.62617
2426.925438,75,1480.365556
2251.137027,80,1482.190733
3058.480817,208,1486.906646
-45.866353,127,1489.736654
-735.626259,112,1492.223375
1785.836797,112,1494.73452
31.630241,102,1497.040872
-491.673481,2,1497.14332
2889.955232,195,1501.443328
-765.390058,85,1503.344128
-390.363371,67,1504.908901
2957.45657,195,1509.318491
2316.791647,59,1510.701123
-354.717104,43,1511.689173
-518.43474,7,1511.91913
-532.610803,3,1512.052979
-501.57148,1,1512.127226
-503.514542,1,1512.199051
-499.329575,1,1512.280002
-510.811322,2,1512.384439
-510.420084,9,1512.628837
-513.475902,2,1512.742037
-506.153725,1,1512.813374
-501.924281,1,1512.89021
-508.365343,4,1513.039179
-486.226682,3,1513.149919
-499.188845,1,1513.23487
-520.840413,3,1513.348227
-495.205758,3,1513.466264
-503.692809,1,1513.547437
-519.121866,6,1513.733764
-235.150704,149,1517.08755
2766.970191,184,1521.151097
3236.344946,240,1526.542876
-38.913914,103,1532.26739
3218.785456,253,1537.868694
2820.70359,246,1543.353601
2141.583217,114,1545.968163
2745.933599,147,1549.258127
2259.976891,48,1550.397546
97.92173,142,1553.497054
-494.416653,1,1553.582732
-517.293063,4,1553.723466
-502.09072,1,1553.796831
-504.513153,2,1553.900486
-495.685975,3,1554.01987
-526.946758,4,1554.173217
-503.347799,2,1554.267061
-484.649124,4,1554.412589
-510.99219,3,1554.535601
-512.794627,4,1554.670969
-521.923712,2,1554.785971
-503.077745,2,1554.880384
-518.728081,3,1555.000086
-503.390578,4,1555.159263
-496.184187,3,1555.282143
-530.477089,4,1555.423398
-502.921082,1,1555.498551
-491.284003,3,1555.628969
-536.558637,4,1555.776501
-503.249558,1,1555.851912
-494.004291,3,1555.989054
-523.046844,3,1556.109512
-529.43862,2,1556.221249
-502.501583,1,1556.295645
-515.736342,4,1556.450267
-478.261232,4,1556.606658
-475.328263,3,1556.731995
-506.076411,1,1556.808931
-495.624312,1,1556.887754
-524.939552,2,1556.999687
-1634.798842,300,1563.939382
-560.0,1,1564.036492
-514.63243,1,1564.114572
-524.787598,2,1564.232093
-497.562166,1,1564.309105
-505.347484,1,1564.382356
-501.284839,1,1564.468234
-504.129936,1,1564.543966
-497.517391,3,1564.66631
-493.300135,1,1564.75648
-501.518579,1,1564.834021
-502.491376,7,1565.054256
-512.355335,3,1565.183961
-496.178398,1,1565.269958
-501.094206,1,1565.354172
-965.506926,300,1572.172403
-560.0,1,1572.270967
-560.0,1,1572.364623
-507.819539,1,1572.442571
-501.56843,1,1572.523324
-502.264981,1,1572.613794
-506.675086,1,1572.700128
-499.269445,1,1572.783176
-501.550671,1,1572.863416
-538.496044,6,1573.047586
-504.800425,2,1573.139102
-423.919876,93,1575.263559
-510.46242,3,1575.388956
-516.578694,4,1575.541637
-489.45143,3,1575.667658
-532.403102,2,1575.773227
-502.617502,1,1575.849971
-496.238704,4,1575.998315
-501.178556,3,1576.117193
-511.24991,4,1576.262082
-481.003197,5,1576.411276
-501.674447,2,1576.516878
-519.997865,7,1576.722145
-519.534806,2,1576.825366
-503.41176,1,1576.899989
-505.59208,4,1577.053261
-478.204027,3,1577.193293
-498.727933,1,1577.279168
-536.943712,4,1577.43831
-510.635405,3,1577.554954
-481.608602,4,1577.703695
-532.471094,4,1577.856991
-490.0871,2,1577.972886
-521.729013,2,1578.08169
-512.71392,1,1578.170104
-501.90728,1,1578.244002
1618.669444,172,1582.09271
2051.724201,108,1584.51371
2584.699682,179,1588.45604
2842.716024,186,1592.772711
3190.670501,240,1598.197185
2623.982533,181,1602.199814
2371.087804,100,1604.438088
2388.360234,134,1607.456419
-344.952161,92,1609.480802
2642.711519,187,1613.559824
2029.105044,93,1615.662923
-496.405058,99,1617.901011
-495.24711,1,1617.98187
-505.504639,2,1618.08541
-485.464997,4,1618.239075
-497.223826,3,1618.359435
-505.991358,3,1618.495505
-540.402444,4,1618.640362
-507.028615,1,1618.726293
-507.858581,2,1618.81754
-516.311911,3,1618.939689
-502.932176,3,1619.069179
-523.394464,3,1619.185051
-490.839438,3,1619.311814
-502.01486,3,1619.43106
-510.949739,3,1619.559596
-499.66998,3,1619.687047
-522.310236,3,1619.810612
-503.368171,3,1619.941799
-508.5194,3,1620.068523
-502.726473,3,1620.193478
-506.982902,3,1620.316407
-500.392995,3,1620.438252
-487.534474,3,1620.566879
-518.459007,3,1620.680068
-505.512479,3,1620.801099
-490.168428,5,1620.977951
-517.271976,3,1621.101693
-506.954062,1,1621.185062
-533.025749,3,1621.309723
-491.682121,2,1621.415455
-503.657705,1,1621.493396
-531.475492,3,1621.618812
-499.936695,1,1621.701342
-496.033019,3,1621.828754
-514.422411,3,1621.943082
-482.818004,3,1622.071893
-509.375032,3,1622.202189
-501.105835,1,1622.275342
-514.908684,4,1622.417501
-523.628264,5,1622.583595
-526.790448,5,1622.744797
-486.277234,2,1622.839705
-499.878733,1,1622.926056
-523.023555,4,1623.078412
-509.100192,3,1623.201471
-544.543543,4,1623.351418
-505.230614,1,1623.43246
-518.924955,3,1623.560049
-518.668572,4,1623.695652
-489.116391,4,1623.839853
-491.3157,3,1623.952674
-482.029781,4,1624.094742
-485.403769,2,1624.211121
-503.795371,1,1624.285585
-535.795787,5,1624.456352
-500.417634,1,1624.53179
-544.819884,5,1624.696718
-513.521389,2,1624.802913
-498.216747,1,1624.876323
-489.335187,2,1624.991072
-502.352248,1,1625.072907
-504.267854,4,1625.212957
-499.152025,3,1625.327867
-497.848119,1,1625.409652
-508.912597,3,1625.526473
-479.847414,4,1625.673824
-500.174833,1,1625.754831
-515.433458,3,1625.869648
-503.571193,2,1625.968071
-510.325696,3,1626.085507
-533.934685,3,1626.203063
-507.809541,1,1626.294843
-500.601895,3,1626.419181
-501.963726,5,1626.592225
-497.597311,1,1626.667052
-505.740372,1,1626.755844
-512.786782,3,1626.883593
-507.409862,7,1627.090769
-503.417433,1,1627.170797
-531.667778,3,1627.300685
-504.449387,2,1627.394556
-506.263967,3,1627.521231
-490.114316,7,1627.731291
-501.000807,2,1627.822836
-495.356935,1,1627.90084
-502.690207,2,1627.993816
-493.49692,5,1628.16213
-505.253351,1,1628.22884
-485.714813,6,1628.423224
-534.004244,3,1628.543375
-492.191764,1,1628.634423
-503.208841,2,1628.738042
-508.38684,3,1628.855637
-525.075373,4,1629.000557
-513.058151,2,1629.094569
-499.329443,3,1629.21724
-498.308923,3,1629.342934
-483.953312,2,1629.440115
-503.74214,1,1629.514632
-547.153882,3,1629.650127
-503.120761,1,1629.730167
-490.645304,5,1629.897409
-501.708655,5,1630.071271
-537.158699,4,1630.225921
-523.023189,3,1630.341715
-502.159642,1,1630.43521
-494.323972,3,1630.560308
-497.886507,4,1630.696612
-476.389888,4,1630.84976
-509.984486,2,1630.943331
-506.609329,3,1631.072309
-520.770264,3,1631.199896
-501.372895,1,1631.276579
-488.277122,3,1631.397533
-503.497641,1,1631.479053
-503.673558,1,1631.55126
-515.01444,3,1631.674053
-486.016008,3,1631.797664
-528.214219,3,1631.925606
-485.090411,2,1632.030484
-501.94237,1,1632.102435
-497.465676,10,1632.372004
-498.549846,1,1632.448558
-501.426212,2,1632.540512
-531.315195,5,1632.702824
-496.734045,3,1632.826047
-523.567975,4,1632.970814
-523.410208,6,1633.156663
-504.872104,1,1633.245649
-493.862796,2,1633.343119
-502.180857,1,1633.416243
-511.609492,3,1633.543273
-490.158092,1,1633.632098
-505.491921,1,1633.721803
-497.762377,4,1633.878479
-513.803202,1,1633.97022
-502.998441,1,1634.058422
-521.220457,3,1634.192749
-504.450193,1,1634.269772
-515.036363,3,1634.401442
-492.666889,3,1634.539284
-498.514915,5,1634.710069
-516.483638,2,1634.815105
-487.461974,2,1634.916627
-488.283183,1,1635.010339
-506.001605,1,1635.086964
-494.475226,3,1635.219007
-525.589987,4,1635.364678
-522.516687,5,1635.533507
-504.713919,1,1635.629064
-507.65216,5,1635.789553
-505.668646,3,1635.918627
-476.956772,4,1636.067044
-523.128073,3,1636.199737
-519.321774,3,1636.314711
-495.561117,2,1636.411242
-501.751271,1,1636.489736
-485.811553,4,1636.641671
-485.128413,3,1636.756397
-518.130623,5,1636.917808
-499.967585,4,1637.061221
-493.431051,2,1637.179916
-501.875624,1,1637.272628
-496.129592,1,1637.353559
-499.331121,2,1637.469591
-504.964219,4,1637.625962
-486.762823,2,1637.734824
-500.637899,1,1637.813084
-486.584624,3,1637.944597
-503.577154,1,1638.027964
-509.167242,5,1638.198379
-495.659681,5,1638.368649
-499.017657,1,1638.44733
-517.349371,2,1638.551809
-491.98267,2,1638.656055
-501.212368,1,1638.72876
-550.271225,3,1638.858369
-497.936611,1,1638.942886
-497.277055,2,1639.030176
-501.629971,1,1639.103087
-546.273508,4,1639.256928
-486.294931,3,1639.366357
-506.975345,1,1639.445652
-520.666264,3,1639.567056
-502.339538,2,1639.67926
-484.137764,4,1639.81851
-499.36639,1,1639.8905
2126.972651,132,1642.820594
2732.03024,206,1647.388664
2255.066901,78,1649.178655
2455.399933,83,1651.155705
2950.969869,203,1655.780506
292.460676,154,1659.253669
3167.970588,204,1663.788951
2867.792442,208,1668.45227
2525.707294,90,1670.513723
-630.650804,56,1671.809664
2010.676168,108,1674.296224
3321.422949,244,1679.827062
2376.073605,78,1681.639563
2720.34211,185,1685.738537
2311.430839,83,1687.64658
2694.399397,220,1692.412188
180.492486,131,1695.40456
-365.998711,40,1696.366971
2469.608904,96,1698.511492
2842.715001,168,1702.20267
3011.135591,179,1706.265283
2365.917387,105,1708.659494
-328.044357,90,1710.760842
-290.039375,240,1715.92934
2253.767906,173,1719.771937
-15.822958,126,1722.623816
-544.08846,22,1723.178561
1970.818533,55,1724.44165
-461.753297,41,1725.393379
2172.027046,114,1727.98261
2361.27392,136,1731.056534
2903.924694,183,1735.229848
2756.931632,246,1740.611446
3103.411718,276,1746.557855
-398.585926,96,1748.743456
3182.756179,218,1753.642718
2998.427468,189,1757.85497
3108.721011,243,1763.317647
2817.341813,168,1767.046682
2933.314292,288,1776.82302
2618.695885,105,1779.234707
2407.803487,108,1781.730579
2957.410423,262,1787.441695
2794.974042,163,1791.11188
-325.347906,130,1794.003441
-524.936558,3,1794.122543
-506.450741,2,1794.235404
-502.647695,2,1794.337992
-501.371801,1,1794.410476
-508.16941,3,1794.538671
-533.76052,5,1794.713479
-534.781315,5,1794.884816
-501.995886,1,1794.965092
-514.08729,3,1795.095686
-494.815999,3,1795.223135
-500.87199,1,1795.297517
-510.399867,3,1795.421302
-508.01648,4,1795.560659
-496.271566,2,1795.655548
1977.277184,107,1798.061001
-395.377049,72,1799.692535
-531.632074,2,1799.800293
-501.907878,1,1799.872823
-500.343847,4,1800.041605
-514.545635,6,1800.235995
-501.827811,1,1800.325469
-519.338488,3,1800.435255
-483.36697,2,1800.530032
-506.974824,3,1800.653233
22.062733,148,1803.952154
2824.417583,175,1807.790941
2896.859046,163,1811.46764
2599.179006,112,1814.014698
6.380731,130,1816.925398
2602.513659,182,1820.965972
-13.617286,148,1824.32414
-524.743745,3,1824.458416
-498.498376,1,1824.546821
-502.58023,1,1824.624932
-479.668929,5,1824.799268
-511.928871,2,1824.907393
-488.790136,2,1825.01085
-491.724726,1,1825.096511
-503.456028,1,1825.184243
-501.042275,2,1825.276217
-481.634533,4,1825.432652
-495.279276,3,1825.545963
-503.715666,1,1825.637244
-502.733704,3,1825.753319
-481.960175,5,1825.914321
-511.294175,1,1825.994391
-504.926954,1,1826.068308
-512.415318,5,1826.229198
-500.372844,2,1826.317526
-501.841566,3,1826.434578
-482.931431,6,1826.620271
-485.219912,3,1826.733915
-502.088844,1,1826.811405
-509.100044,2,1826.909368
-501.312176,5,1827.073655
-525.389584,5,1827.254933
-546.248606,3,1827.381065
-504.968234,3,1827.51093
-537.241595,3,1827.640211
-500.645818,1,1827.72398
-517.807556,4,1827.878653
-1093.709501,300,1834.890788
-560.0,1,1834.993423
-560.0,1,1835.084915
-498.758872,1,1835.161069
-500.725513,1,1835.242591
-501.68189,1,1835.337181
-496.970874,1,1835.42535
-501.936319,1,1835.499799
-517.675395,3,1835.637637
-501.357559,1,1835.721598
-506.931321,1,1835.796937
-499.468164,1,1835.886961
-517.175339,4,1836.025526
-499.194697,3,1836.158305
-505.046024,2,1836.249556
-483.755138,5,1836.397097
-512.720898,2,1836.509033
-502.59984,1,1836.59558
-501.748965,3,1836.713746
-485.685383,3,1836.845747
-505.378164,1,1836.924638
-485.209397,3,1837.053437
-489.590171,1,1837.144274
-512.236412,2,1837.243502
-516.159509,3,1837.372707
-493.723421,3,1837.497095
-531.779543,86,1839.449263
2697.671712,158,1843.009715
2425.544552,71,1844.674003
67.307287,141,1847.83461
-494.684126,2,1847.943272
2684.076195,202,1852.497047
2164.231206,155,1855.96336
2207.014006,68,1857.504886
3034.390448,221,1862.526075
2433.689496,128,1865.38322
-90.140152,143,1868.604095
2313.731218,121,1871.347702
2510.020296,125,1874.193206
-459.87323,111,1876.691772
307.660747,214,1881.448274
-656.942317,131,1884.383443
-683.695108,73,1886.091217
-408.277501,128,1888.975217
2335.12774,69,1890.625801
2913.255123,161,1894.189194
2389.39335,162,1897.778428
2230.386409,90,1899.841036
-104.246539,117,1902.40783
2920.294991,205,1906.955144
2024.314835,59,1908.336872
2942.079958,253,1913.906002
2048.002308,107,1916.327869
2127.995097,97,1918.501406
3334.396245,274,1924.694385
2986.015687,168,1928.533928
2492.113778,92,1930.64113
2435.584039,151,1934.021924
2458.271237,133,1937.005017
-131.986534,112,1939.468078
2959.564708,203,1943.880758
2754.201584,131,1946.872629
1977.780092,150,1950.290962
2652.084164,127,1953.170099
2248.247914,50,1954.306994
2033.859469,86,1956.249228
2597.782943,213,1960.866665
1953.668589,170,1964.658597
3119.727872,278,1970.911642
2368.567413,173,1974.790647
2256.560748,45,1975.844586
2791.007617,195,1980.212106
2482.971345,109,1982.666924
3127.603709,262,1988.479337
3180.648324,273,1994.570061
3121.028821,239,1999.935465
2298.947496,50,2001.077714
2861.844529,163,2008.121394
2266.730888,97,2010.38512
2402.158795,134,2013.332283
2149.829877,129,2016.241793
-369.066698,138,2019.328879
470.399668,207,2023.880054
-505.460967,1,2023.965973
-506.025413,1,2024.048898
-490.650611,2,2024.153734
-498.419235,1,2024.237104
-502.25688,2,2024.332516
-504.082163,4,2024.479012
-497.22358,1,2024.555936
-499.523765,1,2024.632338
-496.343195,2,2024.746014
-524.798479,3,2024.867103
-518.072496,2,2024.978697
-506.469602,2,2025.090908
-503.527571,1,2025.165692
-500.612207,1,2025.254935
-505.543498,3,2025.37999
281.2049,162,2029.033364
-488.716243,1,2029.117842
-495.060539,1,2029.192186
-501.069155,1,2029.274884
-500.357558,3,2029.406057
-503.517908,1,2029.484715
-497.332197,1,2029.572046
-499.659862,1,2029.646205
-498.769506,1,2029.723824
-517.024091,2,2029.823008
-499.361102,5,2029.980187
-493.471085,4,2030.125606
-855.515332,300,2037.05454
-560.0,1,2037.144839
-560.0,1,2037.235048
-459.426901,4,2037.400332
-500.16912,1,2037.491604
-503.470337,1,2037.568951
-518.286193,2,2037.684157
-511.148396,3,2037.801449
2773.564715,142,2041.025478
-611.33895,60,2042.407378
2459.711955,171,2046.113364
1883.611238,102,2048.391901
2529.288086,216,2053.191527
2121.750156,64,2054.676296
1927.261776,116,2057.324216
1842.660772,141,2060.467023
2376.818023,164,2064.137976
2263.382186,60,2065.531699
3091.012931,201,2070.123842
2571.514468,131,2073.003676
2529.648394,113,2075.49813
2312.096908,133,2078.492952
-553.062939,39,2079.425231
1837.270158,103,2081.734082
2072.957435,138,2084.839034
-610.512406,120,2087.502828
-92.720735,183,2091.653221
131.511647,157,2095.226185
2893.273383,239,2100.422348
2612.264108,103,2102.763367
-127.128425,113,2105.341703
2455.348027,101,2107.630042
2744.653555,186,2111.806494
2935.383725,242,2117.276697
2152.521493,79,2119.084646
2152.463953,126,2121.908054
2654.444561,111,2124.432739
2447.271572,138,2127.522733
2880.841676,216,2132.460107
2993.392634,208,2137.009587
3114.197934,208,2141.6834
-220.190704,72,2143.522434
2761.915543,125,2146.401016
2488.852183,97,2148.571886
2133.017688,115,2151.154515
-471.902634,6,2151.346832
2198.845995,125,2154.152035
2269.936646,107,2156.558041
2840.547544,151,2159.812145
2406.74067,125,2162.601731
2785.656333,168,2166.372961
2962.245296,165,2170.068591
-529.882498,9,2170.310932
2456.985879,77,2172.070083
-120.585582,73,2173.758998
-374.080769,62,2175.13314
-352.64848,42,2176.115882
2624.468057,187,2180.107814
2282.140249,139,2183.143666
2670.305936,115,2185.686903
-415.044987,144,2188.896755
2513.790039,141,2192.075236
-151.30443,72,2193.716793
2317.384864,161,2197.326798
2606.377029,177,2201.284382
2674.34231,189,2205.409077
2330.604767,71,2207.032511
2980.118338,222,2211.864723
2718.812377,154,2215.321323
1.781573,131,2218.264749
-508.94211,1,2218.355363
-505.418734,1,2218.430048
-503.398446,1,2218.519345
-490.839598,1,2218.590631
-503.436322,1,2218.67531
-502.051437,1,2218.741735
-506.107191,3,2218.861946
-508.472259,3,2218.997658
-506.756609,1,2219.072506
-507.34787,1,2219.148373
-527.412319,3,2219.289165
-485.48134,2,2219.396953
-497.422634,1,2219.480542
-502.776414,3,2219.608442
-547.847184,4,2219.749755
-501.692646,1,2219.834301
-499.263146,3,2219.964895
-479.838686,4,2220.109938
-502.215733,1,2220.187538
-506.985843,3,2220.317247
-503.168,1,2220.405193
-475.578295,5,2220.57898
-499.234539,1,2220.655001
-495.123828,3,2220.778953
-486.280567,4,2220.931818
2870.392496,202,2225.363424
2285.423741,59,2226.730691
-300.816736,144,2229.850074
2609.221353,109,2232.255835
2347.295083,122,2238.238796
3177.629188,266,2244.032557
2831.400225,226,2249.033098
2556.147539,189,2253.358745
-677.888788,71,2254.932475
3343.006562,231,2260.047338
2588.277777,100,2262.340485
2994.831893,262,2268.147499
2555.657064,150,2271.514434
1795.972485,123,2274.240349
3338.603769,248,2279.545515
125.469003,174,2283.476306
2644.905752,249,2288.909014
3041.345787,200,2293.576122
2426.921791,132,2296.493625
-643.249241,86,2298.425341
3209.489191,294,2304.906704
3138.881839,284,2311.302352
-379.126647,98,2313.459336
-30.855945,139,2316.386026
13.822124,161,2319.900487
2412.223275,97,2322.09147
2302.565093,57,2323.39782
2905.148264,154,2326.88907
3181.541436,195,2331.247584
2426.425947,159,2334.771881
262.247264,159,2338.25979
-705.945849,69,2339.822399
2712.755267,133,2342.871344
-681.080588,60,2344.224082
2556.238403,93,2346.268171
2250.770992,56,2347.537845
2757.857187,141,2350.668217
2563.540887,146,2353.91161
116.756387,189,2358.123885
1854.343701,137,2361.166461
2748.790866,144,2364.288145
2837.920739,160,2367.880181
-42.901876,141,2371.090979
2216.300071,109,2373.560621
2771.070531,178,2377.604229
2484.439496,149,2380.965865
-380.933,120,2383.664255
-380.689967,65,2385.122191
-161.375832,94,2387.268059
2657.226856,116,2389.914476
2276.877587,51,2391.075824
-454.101686,69,2392.643501
3005.581873,165,2396.369703
2601.335783,104,2398.668617
2883.659262,255,2404.347276
2512.05759,155,2407.697614
3249.904406,270,2413.621132
2564.222273,122,2416.34739
-494.5556,130,2419.251859
-183.248355,76,2421.006223
3034.941668,298,2427.639097
2328.834282,57,2428.910625
2519.647659,161,2432.557297
-13.344349,109,2435.001864
-542.74252,46,2436.063762
