#{"t_start": 1783432005.917335, "env_id": "None"}
r,l,t
1581.302694,242,708.55183
2197.416863,68,710.920698
-211.634208,53,713.089675
2038.193718,61,715.423539
2026.639116,248,724.516744
2255.107544,43,726.500205
2087.684844,59,728.741233
2355.134133,76,731.288248
2565.799735,103,734.358734
2240.537347,55,736.516017
-362.968803,174,743.295561
2131.609078,203,750.626342
2042.105592,93,754.677282
1801.771662,187,761.497024
-694.008228,300,771.503871
-590.366732,300,782.933061
2349.861055,123,787.484846
2083.30319,85,790.11715
2636.553226,104,794.341239
2277.182777,76,796.913846
1673.299101,244,806.047743
2284.014029,76,808.583473
2225.595967,61,810.879882
-638.080152,51,812.959095
2143.156926,55,815.13843
1940.541574,60,817.412492
2406.790574,107,820.464974
-820.672488,166,826.913943
-276.438098,45,828.946808
2311.603346,141,833.711942
2270.473025,135,838.530673
-1606.72005,300,849.650753
-1278.193522,263,858.994893
2202.840894,86,861.688105
-184.314213,300,873.042601
-1103.460266,256,882.178862
1991.808725,77,884.691451
-301.422766,300,895.760121
-563.462617,98,898.626889
-131.609696,300,909.547375
2486.416117,97,912.37024
2439.342131,151,920.289343
2310.205482,137,925.06716
-712.946865,84,927.839554
-461.608542,300,939.243133
-537.721735,48,941.267053
-542.89298,117,944.441412
-87.471836,300,956.709203
1752.789419,296,968.396231
-324.550514,64,970.720965
-461.005164,300,980.237119
-557.446706,300,991.94099
1868.401439,94,995.988477
-413.177116,21,996.376562
1593.682924,199,1003.464151
-685.312146,300,1014.655425
-793.120038,300,1024.599508
1977.058406,126,1029.119608
-604.553485,300,1040.039764
2140.821204,126,1044.534473
2134.434219,94,1047.390863
1747.227732,207,1055.719176
2214.642917,114,1058.951925
2220.606238,67,1061.325733
-805.316406,300,1072.384356
-648.974931,300,1083.58815
2178.625462,114,1087.997391
1718.545197,263,1097.203623
-224.015908,300,1107.115252
2304.876842,73,1110.87195
-441.516507,300,1120.429838
2198.059623,83,1124.200417
2461.746985,83,1126.8173
-226.993724,300,1137.962249
-538.510782,110,1141.036648
2085.473122,67,1143.384578
-203.3336,300,1154.329935
-168.249479,106,1158.473084
-299.289792,84,1161.102447
2458.651695,112,1165.356333
-573.305019,123,1169.871221
-313.723807,300,1179.419317
2353.496222,87,1183.197832
2165.526833,133,1187.693111
-821.613892,300,1197.686439
2241.223879,256,1206.862537
-1024.078148,187,1213.536969
-779.660604,252,1222.377555
2371.562479,65,1224.757638
-819.371847,88,1228.614938
2400.894862,132,1233.174339
-375.885624,300,1242.940916
-778.068412,300,1253.844117
1799.727084,218,1262.413675
2043.9702,119,1265.688171
2275.114352,76,1269.283511
-118.077409,300,1279.2393
-585.850817,300,1290.553718
-397.888161,300,1301.588216
2328.725984,165,1306.655236
-711.789174,300,1317.646522
54.296898,300,1328.415244
2513.138789,91,1331.224038
-637.246965,300,1341.927417
2431.12874,139,1346.712502
-521.548026,48,1348.765363
-520.970493,143,1353.630235
-284.584377,39,1354.321782
2500.0056,104,1358.548502
2135.193026,170,1365.064059
-349.391042,300,1374.944855
2282.299402,83,1379.020465
-522.526221,300,1388.794555
-764.448363,165,1395.207307
-243.424706,300,1405.976592
-467.616291,300,1415.86353
2557.119165,179,1422.598015
-530.536519,300,1433.719909
-183.8287,300,1444.919338
1993.169921,236,1452.552341
-250.349906,300,1463.751947
2139.79016,73,1466.231954
2242.163317,140,1471.041381
-994.904665,300,1482.08271
-411.910412,300,1493.167248
-367.702449,300,1503.289059
-550.458391,119,1507.747618
2301.193429,96,1511.785214
2345.042532,106,1514.855547
-696.892947,169,1521.241002
1911.869772,297,1532.365215
-317.047043,300,1542.549315
2296.483032,102,1546.775425
-382.626404,300,1557.873409
-365.858925,300,1567.938788
1890.212042,146,1574.031179
-553.234192,22,1574.450834
-460.07277,300,1585.620105
2006.014208,298,1595.569645
-469.153508,29,1597.258954
-957.05159,270,1606.591363
-717.940464,300,1617.738808
-539.123582,300,1627.425629
295.023944,300,1638.329584
-2018.012532,225,1647.365604
2261.757775,223,1656.475505
2363.803549,77,1659.035335
2067.507299,218,1667.541559
-576.005244,300,1677.436901
-1997.049635,276,1688.243391
1617.459455,242,1696.106486
-327.469012,300,1707.15942
2169.356278,68,1709.553827
2454.788381,171,1716.196585
2072.627904,287,1725.906687
-960.846289,300,1736.94414
2551.046888,92,1739.78394
-578.651487,300,1750.750567
-248.675614,300,1761.628597
-65.075522,90,1764.34695
2331.240023,129,1768.93419
-336.236659,300,1779.876946
2132.220415,88,1782.558731
1992.386839,205,1789.602429
2185.79399,142,1795.543317
1993.502781,152,1800.569532
2021.030289,155,1805.974489
1792.841792,152,1812.148563
-353.27669,53,1814.262711
-483.201592,300,1824.228179
-685.013751,300,1835.378574
-524.37903,300,1846.389189
2268.089934,81,1848.925455
1763.236461,179,1855.562418
-736.752377,300,1866.538196
2425.512079,120,1869.827574
-408.020778,300,1880.900913
2225.766993,152,1886.03432
-659.682987,300,1896.914124
-125.585369,69,1899.287757
-559.929709,300,1910.198803
2242.38809,76,1912.710336
2217.103135,69,1915.095814
-554.464038,300,1926.022315
-542.753047,300,1937.100766
2216.720092,76,1939.650956
-233.302936,300,1949.640922
-783.979713,174,1956.150279
2426.035697,113,1960.521916
-257.413677,300,1971.578835
139.210737,300,1981.441819
2261.228055,76,1983.979712
-775.093069,198,1992.23591
2120.597664,194,1999.155244
-170.987762,300,2009.170904
-806.759168,300,2020.109322
1902.201932,144,2024.901125
2096.601165,51,2026.966367
-899.133683,300,2037.950613
-562.222194,300,2048.040563
-389.823677,300,2059.469866
2442.136285,74,2062.018256
-894.498526,300,2073.131387
1874.647844,154,2078.125598
1795.026011,290,2088.898543
1798.910637,221,2096.108529
-1536.599539,300,2107.140992
1511.436544,298,2118.229444
2587.51328,145,2123.174405
1924.143504,147,2128.093556
-799.781771,227,2136.617851
-1521.267801,300,2146.435455
-559.916272,300,2157.940509
2067.876565,125,2162.628981
166.913855,300,2173.913992
2405.412528,124,2178.470131
15.094236,300,2188.486209
-651.797876,128,2193.059801
1870.391099,97,2197.025156
-346.710979,300,2208.186729
-466.346431,300,2218.279916
2224.375887,74,2220.826257
-429.686667,300,2232.141829
-350.613918,273,2241.939643
1531.240129,241,2250.978318
2278.506995,169,2257.685027
2270.906865,131,2262.365223
-543.384365,300,2273.634147
129.013788,300,2283.784369
1949.613118,196,2291.49861
-124.308889,300,2302.699473
-618.687732,300,2314.361837
-607.462812,103,2317.363917
1905.305932,220,2347.011297
2420.445702,88,2380.17087
2654.823955,134,2388.072734
-951.863661,218,2396.711148
-1460.828858,181,2402.250261
-1024.949302,278,2413.180787
-970.032152,300,2423.30217
2740.294422,132,2429.646306
2254.083147,90,2432.534747
1929.932591,97,2435.561621
-529.510539,300,2446.818255
-505.525797,300,2458.247587
2119.045748,205,2465.566129
-233.30796,300,2476.905162
-288.596772,79,2479.493581
2205.673269,59,2481.866071
2125.462144,63,2484.193842
-793.134939,300,2495.433472
-102.362049,300,2505.27842
2545.411369,135,2510.02511
-689.25078,105,2514.227039
-1090.366495,240,2523.096315
2131.660279,145,2527.925696
-756.899905,64,2531.00918
2303.350659,280,2540.645827
-669.046228,300,2551.987691
1766.563982,220,2559.25108
2267.502046,120,2563.770223
2117.795441,238,2572.918973
-809.565803,180,2579.683952
2452.91993,145,2584.58976
-541.104739,300,2595.525938
-338.454257,300,2606.849637
1986.76559,110,2609.934315
-369.521272,285,2620.844142
2088.981383,234,2629.272932
-635.806647,142,2635.506217
-68.833139,81,2638.195756
-217.920776,113,2642.649786
-627.535922,300,2652.777654
2292.332019,123,2657.439741
-344.327253,300,2668.925206
2086.917745,57,2671.169763
2352.176496,125,2675.741021
2071.989162,250,2684.900893
-913.344405,300,2694.909035
-584.066287,300,2706.062618
2586.50853,117,2711.135993
2064.12856,107,2715.296806
2434.388471,86,2718.172999
-769.366602,197,2725.282872
-679.731467,124,2730.136289
2331.35288,96,2733.021909
164.2669,300,2744.000182
1919.526552,173,2750.659371
2445.920387,116,2755.110332
1866.691857,150,2760.094318
-676.641759,101,2764.402505
1997.251644,131,2769.231172
459.110489,300,2779.412542
-565.806077,88,2783.367566
2216.567572,51,2784.285052
-1316.118315,154,2790.492996
-633.438563,74,2792.989963
2149.65534,122,2797.512465
-593.493807,152,2802.58104
1988.347195,242,2811.485692
2500.559771,244,2821.330499
-1295.779662,300,2832.640736
-785.884683,300,2842.648227
2266.487829,140,2847.411465
-811.469572,122,2851.988355
247.254573,300,2862.986042
-528.402065,61,2865.277875
-729.605381,300,2876.578965
2410.673091,96,2879.525502
-328.424133,300,2890.961726
-227.746779,53,2893.12837
1878.966214,285,2903.107401
-686.110313,300,2914.356275
-610.766996,93,2917.195184
2255.988767,65,2919.540092
2361.277218,68,2922.004875
-802.415749,300,2933.395257
-371.296699,300,2944.830587
2527.230021,158,2950.087814
-423.405717,300,2961.530203
-157.413292,103,2964.69258
1812.050774,181,2971.868472
2624.113431,149,2978.222298
2465.573824,96,2981.182219
-427.087843,300,2992.294093
2303.779927,68,2994.778574
2586.066128,158,2999.997944
2074.713428,225,3008.843644
-367.347629,300,3019.864044
-592.596368,60,3020.938601
2357.767452,110,3025.411055
-62.065138,300,3036.553533
2283.462645,54,3038.71707
-1344.083859,300,3049.475141
2173.895361,49,3051.600235
-643.692166,119,3056.159553
-446.549231,300,3067.438427
1805.773547,138,3072.343719
2053.486657,104,3076.682489
2592.285934,153,3081.794168
-413.686995,64,3084.19112
-626.945612,300,3097.11384
-86.518189,300,3108.240206
2228.077586,297,3119.487233
1805.567971,198,3126.501908
-472.691569,300,3137.742308
-427.883502,300,3149.022877
2160.517871,217,3158.22924
-75.189451,94,3161.06219
-670.766511,300,3172.412829
-596.228073,300,3183.603953
-951.318841,116,3186.872476
-1741.398132,191,3193.971335
1903.117855,95,3198.036964
2158.972598,80,3200.648993
2092.602668,105,3204.982675
1981.74568,51,3207.153779
-596.513216,300,3217.072388
2253.032054,69,3219.50402
-264.489042,300,3230.699231
-74.444224,108,3235.039095
-679.312579,63,3237.334313
-563.167169,115,3241.704567
2676.709055,132,3246.34262
148.180601,300,3256.334055
2373.883321,165,3263.669834
2443.184521,111,3268.369678
-191.23958,300,3278.582367
-672.164713,50,3280.705332
-488.321453,300,3292.235251
1932.54046,149,3297.333743
2271.902654,55,3299.53113
2441.396152,248,3308.607555
2107.811898,285,3318.490837
2307.698199,229,3327.385312
-386.24421,300,3338.791058
2016.994438,132,3343.555893
2466.869184,250,3351.719801
-1394.794285,205,3360.388592
2295.601411,279,3369.893641
2193.843443,165,3376.438233
-714.457634,300,3386.270773
-495.7635,300,3397.648874
-458.558513,73,3400.121759
-484.558114,65,3402.517018
1719.568912,191,3409.378828
-724.483632,175,3416.137114
2514.228015,98,3419.012734
2137.60175,159,3425.264508
1818.696811,166,3430.622589
-461.110517,300,3441.859399
-501.319747,300,3452.988561
2072.260212,155,3458.197998
37.440074,300,3469.521963
254.452367,300,3480.736777
-420.117781,300,3490.370886
2464.411914,109,3494.660632
-649.234446,116,3499.04883
-94.690625,300,3510.338312
-763.608339,300,3522.027367
-879.551231,300,3536.626867
-416.956106,53,3539.130108
-627.294444,300,3549.231404
-807.351412,296,3560.059742
1802.689361,254,3569.254044
231.448855,300,3580.276211
-650.075186,130,3585.059483
-812.635328,128,3589.942673
2343.103593,60,3592.255974
-570.551286,119,3596.848513
-1117.839345,275,3607.287745
-983.06166,300,3618.547952
-670.686052,300,3628.637635
-956.567026,300,3639.836014
-1518.080773,232,3648.722013
-589.494253,46,3649.580003
2090.688833,110,3654.001679
-802.282194,300,3665.147561
-498.486795,300,3675.098382
-651.684435,64,3677.434651
95.694277,300,3688.778161
-283.901436,300,3700.211718
-708.755742,62,3702.544406
-536.990829,108,3705.701098
2265.917296,77,3709.516353
2378.009375,104,3712.615125
1594.405802,287,3723.755044
-402.333197,300,3733.856954
-503.085413,209,3742.096645
-364.612418,300,3752.310136
2277.892188,51,3754.446094
2282.753046,258,3763.656076
-590.615042,49,3765.721361
2633.719728,110,3769.976703
2117.159417,64,3772.336124
2223.630963,184,3779.135084
2223.347711,78,3781.768554
-1428.717967,206,3788.967685
-688.687589,300,3800.261239
2488.383891,276,3810.031002
2062.130862,237,3818.988169
2228.624493,162,3824.198518
-754.583668,300,3835.336811
2127.05586,134,3840.167071
-1285.083142,271,3849.642315
2203.855386,283,3860.660842
-359.920878,300,3870.761115
2522.240992,100,3874.925913
-1435.650522,241,3883.849416
-794.573275,230,3891.326767
-316.627586,63,3893.683382
-72.853344,300,3904.734026
-1382.873935,300,3915.999919
2078.063978,171,3921.475764
-129.116447,300,3932.64439
-447.780206,37,3934.504816
2252.731542,115,3937.675313
2407.241843,96,3941.753375
-500.463509,300,3953.108503
-631.353434,163,3958.378725
-677.975665,300,3969.634234
-1401.621665,124,3974.23803
-439.335367,68,3976.688359
-322.066155,300,3986.828782
2139.871222,159,3993.330819
-61.295707,300,4004.629792
2233.612594,125,4009.217173
-637.672043,123,4012.590345
2057.617546,280,4023.527322
2243.670701,43,4025.469678
2033.390676,172,4030.907987
1781.105856,215,4039.425143
2099.347944,88,4042.237837
2142.255654,299,4053.073604
-173.365149,300,4063.001045
2009.238806,135,4067.883904
2109.045413,101,4072.387954
-500.854046,300,4083.908897
17.272342,300,4094.030728
-409.568285,300,4105.344898
2379.055266,63,4107.65567
-916.22405,300,4118.901549
2150.684569,89,4121.729474
-603.240792,166,4128.216693
-174.080622,300,4138.023069
2400.796139,67,4140.452535
321.797911,300,4151.76745
3.305149,300,4163.245616
2449.585035,247,4172.433754
-1308.401562,207,4179.770846
-709.362201,138,4184.628922
-488.382521,7,4184.789718
-500.0,1,4184.850693
2046.077201,145,4189.92945
2236.060258,106,4194.262028
2287.433981,199,4201.41185
-901.633342,72,4203.928351
2072.824484,68,4206.445257
-1594.252882,300,4217.419317
-75.985762,300,4228.779241
-727.069129,300,4238.891773
-215.964499,300,4250.08691
-507.115813,300,4261.22351
-912.427408,300,4272.4644
2430.582476,232,4280.101928
2176.375153,183,4287.217045
-631.002674,121,4291.790879
213.911047,300,4303.079153
-84.432136,300,4313.102047
-732.794147,300,4324.380384
-403.688025,300,4335.359235
1980.325335,103,4338.434245
-1907.878116,287,4349.63303
-187.353112,300,4359.692952
2397.219563,66,4362.079254
-229.683601,300,4373.402053
-256.847899,300,4384.691384
2234.757927,69,4387.149333
-724.608038,300,4398.243661
2549.577858,99,4401.229889
2245.455534,111,4405.744803
1999.987052,159,4410.826151
2689.703534,226,4419.645841
-376.851527,300,4430.602417
-768.07214,105,4433.689712
1732.10511,184,4440.517013
-411.934975,300,4451.739106
-601.807066,85,4454.458769
2412.951871,139,4459.371764
-296.434063,300,4470.537572
2253.84354,246,4479.498254
2422.56367,226,4486.959049
76.678716,300,4498.170636
-605.549168,300,4509.552153
2078.813195,275,4518.952092
-33.426122,300,4530.14992
2139.950845,151,4535.169414
-628.178041,196,4542.211592
2228.930635,183,4548.872675
-408.270871,300,4560.040271
-808.590497,221,4567.422098
2413.979749,190,4574.214331
-344.601123,300,4585.560751
-545.756762,79,4588.193267
2242.526757,262,4597.543289
-399.570763,300,4608.347508
-167.134779,300,4619.953556
-705.672799,144,4624.937299
2246.748683,45,4625.83089
-501.28263,300,4637.196176
-742.855653,300,4648.331366
2024.245133,256,4657.476013
2610.427124,126,4662.095299
-948.457037,105,4665.11285
2081.516851,205,4673.415762
2232.492182,69,4675.85947
2160.825009,130,4680.522541
-499.223838,103,4683.560053
-430.867484,300,4694.917017
-573.286327,300,4706.252515
2670.919071,231,4714.010782
-418.516537,300,4725.25626
-595.579011,300,4736.145741
-868.06573,86,4738.855166
-258.086638,69,4741.311503
-533.048227,300,4752.561201
-632.022065,300,4763.854632
-1140.08972,300,4773.869648
-275.246661,300,4784.93501
-659.45697,300,4796.112183
-712.345528,95,4798.97475
2062.474776,52,4801.076357
-932.722536,108,4805.364314
-760.583406,300,4815.391175
2262.11079,146,4821.518726
-612.188221,300,4831.718085
-894.207695,300,4842.913655
1848.157594,286,4852.587557
-746.76938,300,4863.732325
2236.04012,51,4865.851748
-1186.445491,263,4875.20947
-693.695592,300,4886.286864
2322.055927,60,4888.504815
-459.046117,300,4898.521654
-538.146454,274,4908.803453
-332.962293,55,4909.791303
74.739744,131,4914.371506
-556.372198,42,4916.321735
-801.094874,57,4918.506464
-1043.566802,133,4923.162909
-811.542315,300,4934.537538
2323.361443,103,4937.564257
-737.0332,127,4942.192074
-328.241724,100,4946.384407
2531.537049,131,4951.001759
-857.009746,274,4960.613748
-800.252171,270,4971.144612
-53.618,300,4981.301832
2503.21289,247,4990.466018
-671.641727,300,5001.417545
2175.901006,54,5003.658842
-1233.105241,300,5013.582164
1475.081294,269,5022.715775
2381.17069,89,5026.619297
-735.374749,300,5037.800126
-640.35488,76,5040.38161
2332.69385,139,5045.061034
2196.785799,250,5054.411244
-947.833551,220,5062.301178
-362.06812,112,5066.815994
-1027.14378,261,5076.241415
-367.479559,300,5087.618789
-79.092614,300,5097.718528
-786.731851,100,5101.819476
1962.1526,163,5108.349638
2266.427513,57,5109.382155
-336.977761,68,5113.073903
2263.114766,150,5118.14723
-519.023702,300,5129.639013
-553.263194,300,5139.768832
-540.300057,40,5141.711944
-712.109221,265,5151.177942
-458.692259,300,5162.539383
2022.965702,217,5169.951051
-1868.58161,300,5181.27842
-632.59506,300,5191.544157
-672.19987,300,5202.674089
2653.723627,241,5211.722117
2263.417002,100,5214.947859
1985.646942,222,5223.712268
2356.923528,245,5232.927235
2509.09019,101,5235.959397
1987.336513,145,5242.258054
-119.823076,300,5252.381581
-906.265435,300,5263.507007
-518.607272,300,5274.72313
-552.61333,26,5275.213118
-819.325262,69,5277.622653
-779.561373,300,5289.021949
1994.877999,214,5296.381169
2214.432642,66,5298.791434
-420.022351,300,5310.079211
-992.657838,300,5321.349341
-70.986188,300,5331.771036
-293.206436,300,5343.016396
2026.29286,141,5347.956958
-1215.335528,300,5359.379968
-95.771391,300,5370.883795
2353.905915,185,5376.57227
2206.623514,255,5385.774452
-598.735644,51,5387.822687
-599.243896,300,5398.996739
2537.446374,212,5406.322141
-77.952428,300,5417.661038
2304.304479,174,5424.511356
-695.682698,300,5434.665553
2351.717376,96,5438.832325
-706.587021,224,5446.326893
-445.7142,300,5457.661251
-231.045776,76,5460.292447
-740.694666,300,5473.973623
2126.146262,157,5479.21312
-939.046654,148,5486.35495
2396.846367,226,5494.263924
2188.347854,43,5496.264823
-813.299497,102,5499.203538
-1003.497526,185,5506.113044
-1235.948267,209,5514.291827
-31.067375,300,5524.346611
-792.352108,300,5535.449202
-768.305261,300,5546.716844
1721.890336,171,5552.270877
-634.776773,300,5565.028893
2402.613691,246,5574.644623
2268.642347,46,5576.672168
-945.726991,190,5583.618166
-688.832551,300,5593.750005
-1335.887981,282,5604.932924
-1330.433531,300,5614.746666
-503.517049,300,5625.960039
2152.54401,224,5634.638865
-659.760883,300,5644.686967
2517.266377,180,5651.514049
-338.817392,300,5663.148912
132.336777,300,5673.12777
239.951088,300,5684.905775
-1018.032438,101,5689.094002
2031.70587,104,5692.144752
1928.170158,240,5702.524918
1798.081433,151,5707.829616
-916.079885,215,5716.480378
-776.277194,300,5726.883786
1583.731938,297,5738.135136
-391.267411,300,5749.480094
2041.962015,130,5754.249278
-0.752241,300,5764.409832
107.496965,300,5775.558133
-881.616963,236,5784.456826
-516.134356,300,5795.659206
-261.850637,300,5806.057203
-675.361338,66,5808.414961
-504.620388,300,5819.988139
-305.688372,300,5831.288148
2152.943649,115,5834.514415
2013.804479,275,5845.131073
2148.676553,269,5855.36407
105.27393,300,5866.685318
2135.78023,237,5874.610139
-155.490385,300,5885.945098
-999.114919,222,5893.358021
-883.885539,110,5897.703203
-508.560536,6,5897.854685
239.890235,300,5909.05449
-95.024445,300,5920.208403
-435.307613,41,5920.984925
-1183.078639,195,5928.500393
-567.077678,300,5939.776655
-431.15531,300,5951.066681
-141.126856,300,5961.259646
2154.365791,79,5965.227211
2446.035395,76,5967.878947
-623.49033,80,5970.503395
2366.03491,130,5975.289756
2155.138572,242,5984.396908
2348.223671,64,5986.83936
2447.93682,87,5989.586183
-518.03735,300,6000.803434
2391.944522,173,6007.445419
-1177.272749,261,6016.688554
-564.663926,300,6026.692924
-301.393639,300,6037.444587
-1058.939146,123,6041.970238
-696.276548,155,6047.050485
2490.868869,108,6051.303032
-1271.028315,290,6062.086929
-519.487718,300,6072.079543
-303.408149,300,6083.530908
-779.835477,300,6094.961673
-637.366117,300,6105.070895
2074.354607,156,6111.54006
-281.408445,300,6122.59902
2302.530239,103,6125.57195
31.575805,300,6136.801056
-258.731127,300,6148.208068
-1192.908898,298,6158.31151
2380.956245,117,6162.80202
-434.148507,300,6174.043954
2264.422457,96,6176.949352
-472.306808,300,6188.012841
2300.63368,57,6190.23687
1786.640233,250,6199.408319
-379.985737,300,6209.396588
2401.054052,86,6213.245977
-661.168688,48,6214.127306
2366.064332,101,6218.260396
2334.87588,102,6222.466301
-451.236346,247,6231.682541
-677.726868,300,6241.770136
-722.777945,93,6245.826432
-469.631311,300,6256.010507
-709.591134,300,6267.524626
2462.318825,154,6272.70499
1711.16222,237,6281.418453
2232.493302,66,6283.76309
-769.356175,167,6290.363987
-450.054722,127,6295.044405
2036.299018,217,6302.496833
2616.486768,145,6307.405233
2206.596094,59,6309.703423
-850.118953,219,6318.351007
-534.338999,300,6328.37915
1918.893257,150,6334.696755
-253.700324,300,6344.716441
2353.452184,73,6348.476711
2227.913569,81,6351.173421
-663.712915,44,6353.178296
-908.844932,98,6356.129914
2460.701363,91,6360.14594
-506.973627,300,6370.307824
2070.531329,122,6374.925733
241.890183,300,6386.14493
-385.271069,37,6386.824087
1841.181761,176,6393.492427
2390.654322,98,6397.553181
2068.235265,277,6406.96514
1807.171181,168,6413.498882
-1020.179146,299,6423.626383
2585.69547,131,6428.373245
-527.233933,300,6439.794859
-626.354908,300,6451.250366
2219.60674,162,6456.528854
-553.557844,82,6460.298793
-1121.844937,91,6463.14931
2076.375152,92,6465.944728
2065.448306,120,6470.399529
2372.01313,105,6474.605357
-1072.367374,292,6484.345849
-571.770056,39,6486.235531
-506.464043,105,6490.467579
2362.444585,280,6500.342228
-628.029077,82,6503.117591
2151.321807,163,6509.694166
-655.025431,300,6521.013099
-748.752802,129,6525.739191
2461.590014,120,6529.11354
2506.767231,212,6537.666597
-910.068174,300,6547.72576
2263.999648,75,6551.409738
1970.325305,54,6553.631217
-319.186154,300,6563.743516
-834.4289,88,6567.667207
2465.783272,97,6570.54496
-540.817973,41,6572.472907
2079.227639,253,6582.0591
2240.043762,79,6584.747686
2105.522106,152,6589.843803
-652.425936,300,6601.109906
-147.164854,94,6604.01916
-752.622407,300,6615.403426
-292.135956,300,6626.865265
-806.869543,300,6637.963034
2496.105284,158,6643.115872
-516.046082,300,6654.581324
2179.001303,118,6659.050177
-1183.729914,290,6668.978753
-227.259304,300,6680.322594
-506.708074,300,6690.169204
-552.401514,126,6694.826746
2368.133239,103,6698.998509
2180.93314,251,6708.224025
1534.352829,249,6717.538403
-575.127721,300,6727.640326
-694.426285,69,6731.306127
-545.527384,129,6735.936422
-591.620307,66,6738.207025
-233.562739,86,6740.862447
2226.295592,49,6743.022587
-940.373691,264,6752.359609
