#{"t_start": 1783378746.528352, "env_id": "None"}
r,l,t
1753.382652,189,1381.092498
1979.25891,63,1383.567099
2191.281213,52,1385.726797
-814.135971,300,1395.707943
-1530.379677,300,1406.971808
1963.988969,212,1414.191646
2001.875756,280,1425.192266
-1674.228648,300,1435.329949
-1223.206489,300,1446.671918
-1260.207881,300,1457.945534
2113.743977,136,1462.742237
2164.00789,81,1465.455468
2178.778799,105,1469.680527
-798.62355,300,1480.924223
-458.826258,300,1490.801283
2099.447592,125,1495.295859
2458.543414,107,1499.573074
-1619.830525,300,1510.9075
-452.738029,300,1520.833798
-1198.610824,300,1532.173492
-847.591393,300,1543.566754
2277.11359,98,1546.541242
-622.266791,300,1557.871581
-392.170625,300,1569.028997
-1543.645648,149,1574.000108
-108.675948,300,1585.065993
1804.219753,202,1592.238559
-238.59531,300,1602.323067
-637.617986,300,1613.156157
2257.781699,66,1615.565324
-635.768374,300,1627.239956
2019.909225,171,1632.633532
2129.363792,58,1634.86737
2237.450906,96,1639.052073
-602.229499,300,1649.884931
-396.505184,300,1660.049336
-548.980716,300,1671.365116
-418.875613,300,1682.480458
-362.306452,300,1692.712812
2163.155,66,1695.108931
2083.151276,113,1699.644704
2253.546899,88,1702.390209
-854.342394,300,1713.616935
1653.637449,243,1722.74177
-853.715201,300,1733.934357
2150.674083,144,1738.921666
-786.951358,300,1750.283883
-399.477233,300,1760.054774
-625.11209,300,1771.339567
2121.04076,66,1773.750769
1996.055542,140,1778.641167
2045.915365,128,1783.296899
-1791.655467,299,1794.417145
2194.57896,75,1796.959778
-733.008844,300,1807.998826
2431.518379,105,1811.084202
2043.469099,256,1820.291624
2400.546633,165,1826.792877
-2101.470509,300,1838.050726
-904.251902,300,1848.038646
-628.639577,300,1859.339872
2268.918223,197,1866.470923
-234.255105,300,1877.578468
-404.360236,300,1887.668383
-1009.88818,125,1892.211527
-569.815464,300,1903.427282
-816.451632,300,1914.665841
2300.633269,94,1917.514539
1998.795375,221,1926.186016
2277.145796,75,1928.669034
-317.986778,300,1939.939912
-1180.556904,300,1949.692021
2155.147622,56,1951.921736
2053.973744,88,1955.896539
-624.033658,300,1965.686408
-1011.245642,300,1976.921108
1886.477308,87,1979.605454
-571.646621,300,1991.121051
-811.029527,300,2002.287627
2130.6257,58,2004.531851
-1402.46544,300,2014.327804
-731.065843,300,2025.256633
-724.882439,300,2036.528508
2377.62404,97,2039.418687
-509.943573,300,2050.709546
-722.442885,300,2061.510056
-253.996269,300,2072.847574
2302.990436,80,2075.515406
2331.563265,65,2077.862741
2399.436075,104,2082.168503
-408.576445,300,2093.194605
-842.00094,300,2102.851607
2397.314386,66,2105.259373
2438.036058,80,2109.08361
-819.764514,300,2118.80917
-683.790689,300,2130.123645
-646.329909,300,2141.418769
-770.502682,300,2151.508077
-918.16846,300,2162.821974
-470.26201,300,2174.145087
2045.863747,176,2180.626471
2208.911821,81,2183.290293
-486.36641,300,2194.529105
2440.829634,74,2197.071659
1973.269036,133,2201.758858
1820.893371,248,2211.028733
-848.884818,300,2221.223039
-121.639793,300,2232.636461
2041.107274,169,2239.240115
2243.389029,96,2242.093047
-573.70527,300,2253.277271
2335.949145,73,2255.913128
-607.470867,300,2267.043475
2429.61261,104,2270.072808
2135.422789,72,2272.569047
2108.849991,75,2276.406232
-356.692565,300,2286.595458
1914.204996,190,2293.494459
2276.195583,98,2297.678105
-804.517931,300,2307.760486
-247.102084,300,2319.098134
-568.018842,300,2330.548072
-621.155396,300,2341.872956
2088.976353,99,2344.912908
2214.866546,58,2347.142783
2391.184694,93,2350.002601
2306.307745,83,2353.89629
-532.475001,300,2364.004923
2236.546401,105,2368.358566
-556.851717,300,2379.359656
-1042.869219,300,2389.026412
2206.929497,48,2391.085062
-404.622714,300,2402.36003
-519.13138,300,2413.709106
2183.666121,128,2418.400055
-743.567381,300,2428.471639
-601.800537,300,2439.836439
-885.852852,300,2451.159659
-183.193467,300,2460.970356
2046.697708,52,2463.232933
2112.093342,92,2467.359319
-570.928121,300,2477.46366
2035.476468,73,2479.921705
1826.007971,146,2486.186224
2327.924346,78,2488.83044
2176.004829,92,2491.698128
1929.310323,89,2495.722347
2355.691296,107,2498.837501
2474.357078,105,2503.076646
2146.309098,93,2505.926018
2370.539195,109,2510.31041
1799.270329,245,2519.426409
-780.338884,300,2530.949014
-606.262225,300,2541.075759
2375.033587,80,2544.889568
2097.190806,94,2547.82264
-263.790017,300,2559.079151
-412.539861,300,2569.193058
-847.942644,300,2580.162407
-954.842665,300,2591.810439
2091.025159,173,2598.540743
2453.845707,113,2601.722704
2336.977167,91,2605.735019
-768.084471,300,2615.79726
-646.468793,300,2626.857164
2232.745813,78,2629.490501
-610.204184,300,2640.604966
-992.342942,300,2652.171778
-418.753587,300,2662.262223
2163.28737,91,2666.281639
2095.235306,62,2668.622915
2182.752645,68,2671.026114
2148.177262,131,2675.769803
-168.607903,300,2687.303095
2134.767204,84,2690.045411
1985.001415,162,2695.311346
-1540.062681,300,2707.212007
2111.237156,104,2711.476025
-855.037432,82,2714.128665
2117.12462,133,2718.951835
-597.772671,300,2730.846261
2262.178383,190,2737.847649
-532.143108,300,2747.991567
-966.688247,300,2759.384044
2196.495476,58,2761.637749
2340.840842,102,2765.902211
2401.318996,110,2769.042975
2250.630361,93,2773.174922
-187.591862,300,2784.630297
